תחנה:עצמאות חיפה -  , SO2      , PM1      , Spare    , TOLUENE  , Benzen   , 1,3 But  , SHT      , PM2.5    , PM10     , CO       , No2      , Nox      , No       , תאריך  \ שעה             
 , ppb      , g/m3µ    , None     , ppb      , ppb      , ppb      , °c       , µg/m3    , µg/m3    , ppm      , ppb      , ppb      , ppb      ,                          
 , 0.0      , 23       , Down     , InVld    , InVld    , Down     , Down     , 17.9     , Down     , 0.3      , 2.2      , 2.2      , 0.1      , 09/06/2018 09:10         
 , 0.0      , 26       , Down     , InVld    , InVld    , Down     , Down     , 16.7     , Down     , 0.3      , 2.8      , 3.0      , 0.2      , 09/06/2018 09:15         
 , 0.0      , 25       , Down     , InVld    , InVld    , Down     , Down     , 15.7     , Down     , 0.3      , 2.5      , 2.7      , 0.2      , 09/06/2018 09:20         
 , 0.0      , 20       , Down     , InVld    , InVld    , Down     , Down     , 17.2     , Down     , 0.3      , 2.0      , 1.9      , 0.0      , 09/06/2018 09:25         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 21.5     , Down     , 0.3      , 2.0      , 1.8      , 0.0      , 09/06/2018 09:30         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 24.9     , Down     , 0.3      , 2.4      , 2.3      , 0.0      , 09/06/2018 09:35         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 28.0     , Down     , 0.3      , 2.8      , 2.8      , 0.0      , 09/06/2018 09:40         
 , 0.0      , 4        , Down     , InVld    , InVld    , Down     , Down     , 31.0     , Down     , 0.3      , 3.0      , 3.3      , 0.4      , 09/06/2018 09:45         
 , 0.0      , 3        , Down     , InVld    , InVld    , Down     , Down     , 31.6     , Down     , 0.3      , 2.4      , 2.3      , 0.0      , 09/06/2018 09:50         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 29.1     , Down     , 0.3      , 2.2      , 2.2      , 0.0      , 09/06/2018 09:55         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 27.7     , Down     , 0.3      , 2.4      , 2.8      , 0.4      , 09/06/2018 10:00         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 27.1     , Down     , 0.3      , 2.0      , 1.9      , 0.0      , 09/06/2018 10:05         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 29.0     , Down     , 0.3      , 2.1      , 2.3      , 0.2      , 09/06/2018 10:10         
 , 0.0      , 21       , Down     , InVld    , InVld    , Down     , Down     , 27.6     , Down     , 0.3      , 2.5      , 5.0      , 2.5      , 09/06/2018 10:15         
 , 0.0      , 22       , Down     , InVld    , InVld    , Down     , Down     , 22.0     , Down     , 0.3      , 2.6      , 2.9      , 0.3      , 09/06/2018 10:20         
 , 0.0      , 21       , Down     , InVld    , InVld    , Down     , Down     , 18.9     , Down     , 0.3      , 2.1      , 2.3      , 0.2      , 09/06/2018 10:25         
 , 0.0      , 23       , Down     , InVld    , InVld    , Down     , Down     , 19.2     , Down     , 0.3      , 1.6      , 1.6      , 0.0      , 09/06/2018 10:30         
 , 0.0      , 20       , Down     , InVld    , InVld    , Down     , Down     , 19.5     , Down     , 0.3      , 2.2      , 2.5      , 0.3      , 09/06/2018 10:35         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 22.2     , Down     , 0.3      , 2.4      , 2.7      , 0.4      , 09/06/2018 10:40         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 22.4     , Down     , 0.3      , 1.8      , 2.2      , 0.4      , 09/06/2018 10:45         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 22.1     , Down     , 0.3      , 2.2      , 2.5      , 0.3      , 09/06/2018 10:50         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 23.8     , Down     , 0.3      , 1.5      , 1.4      , 0.0      , 09/06/2018 10:55         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 24.3     , Down     , 0.3      , 1.7      , 1.5      , 0.0      , 09/06/2018 11:00         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 25.2     , Down     , 0.3      , 2.7      , 3.7      , 1.0      , 09/06/2018 11:05         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 26.3     , Down     , 0.3      , 2.2      , 2.5      , 0.3      , 09/06/2018 11:10         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 25.9     , Down     , 0.3      , 2.3      , 2.6      , 0.3      , 09/06/2018 11:15         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 23.2     , Down     , 0.3      , 1.7      , 1.6      , 0.0      , 09/06/2018 11:20         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 20.5     , Down     , 0.3      , 1.4      , 1.2      , 0.0      , 09/06/2018 11:25         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 19.6     , Down     , 0.3      , 1.5      , 1.6      , 0.0      , 09/06/2018 11:30         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 18.6     , Down     , 0.3      , 1.7      , 2.1      , 0.4      , 09/06/2018 11:35         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 18.3     , Down     , 0.3      , 2.2      , 2.4      , 0.2      , 09/06/2018 11:40         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 18.9     , Down     , 0.3      , 2.3      , 2.7      , 0.4      , 09/06/2018 11:45         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 16.7     , Down     , 0.5      , 2.7      , 3.0      , 0.3      , 09/06/2018 11:50         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 12.3     , Down     , 0.3      , 2.5      , 3.0      , 0.4      , 09/06/2018 11:55         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 10.4     , Down     , 0.3      , 2.3      , 2.7      , 0.4      , 09/06/2018 12:00         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 11.7     , Down     , 0.3      , 2.1      , 2.7      , 0.6      , 09/06/2018 12:05         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 13.4     , Down     , 0.3      , 2.6      , 3.0      , 0.3      , 09/06/2018 12:10         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 17.2     , Down     , 0.3      , 4.0      , 5.8      , 1.9      , 09/06/2018 12:15         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 19.6     , Down     , 0.3      , 4.0      , 5.6      , 1.6      , 09/06/2018 12:20         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 17.3     , Down     , 0.3      , 3.9      , 5.6      , 1.7      , 09/06/2018 12:25         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 15.7     , Down     , 0.3      , 3.0      , 3.6      , 0.6      , 09/06/2018 12:30         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 17.8     , Down     , 0.3      , 2.7      , 3.8      , 1.1      , 09/06/2018 12:35         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 19.8     , Down     , 0.3      , 2.2      , 2.6      , 0.4      , 09/06/2018 12:40         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 22.3     , Down     , 0.3      , 2.4      , 3.0      , 0.5      , 09/06/2018 12:45         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 25.2     , Down     , 0.3      , 2.7      , 3.3      , 0.6      , 09/06/2018 12:50         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 23.9     , Down     , 0.3      , 3.2      , 4.3      , 1.0      , 09/06/2018 12:55         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 22.6     , Down     , 0.3      , 3.6      , 5.3      , 1.7      , 09/06/2018 13:00         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 22.3     , Down     , 0.3      , 4.5      , 6.0      , 1.6      , 09/06/2018 13:05         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 21.8     , Down     , 0.4      , 5.0      , 6.8      , 1.7      , 09/06/2018 13:10         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 24.7     , Down     , 0.3      , 4.1      , 5.6      , 1.5      , 09/06/2018 13:15         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 29.0     , Down     , 0.3      , 4.8      , 6.5      , 1.7      , 09/06/2018 13:20         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 26.9     , Down     , 0.3      , 2.9      , 4.1      , 1.2      , 09/06/2018 13:25         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 26.1     , Down     , 0.3      , 3.1      , 3.8      , 0.7      , 09/06/2018 13:30         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 23.9     , Down     , 0.3      , 2.8      , 3.5      , 0.7      , 09/06/2018 13:35         
 , 0.0      , 19       , Down     , InVld    , InVld    , Down     , Down     , 22.9     , Down     , 0.3      , 4.5      , 6.6      , 2.0      , 09/06/2018 13:40         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 21.6     , Down     , 0.3      , 3.2      , 4.1      , 1.0      , 09/06/2018 13:45         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 23.2     , Down     , 0.3      , 4.0      , 4.9      , 0.8      , 09/06/2018 13:50         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 22.0     , Down     , 0.3      , 2.3      , 3.1      , 0.9      , 09/06/2018 13:55         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 21.6     , Down     , 0.3      , 4.7      , 5.9      , 1.2      , 09/06/2018 14:00         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 22.8     , Down     , 0.3      , 3.1      , 4.1      , 1.0      , 09/06/2018 14:05         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 20.2     , Down     , 0.3      , 2.0      , 2.1      , 0.1      , 09/06/2018 14:10         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 19.3     , Down     , 0.3      , 2.7      , 3.4      , 0.7      , 09/06/2018 14:15         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 25.0     , Down     , 0.3      , 1.5      , 1.4      , 0.0      , 09/06/2018 14:20         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 26.1     , Down     , 0.3      , 2.4      , 3.3      , 0.7      , 09/06/2018 14:25         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 28.8     , Down     , 0.3      , 4.6      , 6.5      , 2.0      , 09/06/2018 14:30         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 29.1     , Down     , 0.3      , 1.9      , 2.0      , 0.2      , 09/06/2018 14:35         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 29.8     , Down     , 0.3      , 2.9      , 3.4      , 0.4      , 09/06/2018 14:40         
 , 0.0      , 19       , Down     , InVld    , InVld    , Down     , Down     , 30.2     , Down     , 0.3      , 1.8      , 1.9      , 0.1      , 09/06/2018 14:45         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 33.3     , Down     , 0.3      , 1.8      , 1.7      , 0.0      , 09/06/2018 14:50         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 32.2     , Down     , 0.3      , 2.1      , 2.4      , 0.3      , 09/06/2018 14:55         
 , 0.0      , 21       , Down     , InVld    , InVld    , Down     , Down     , 30.3     , Down     , 0.3      , 2.6      , 4.0      , 1.3      , 09/06/2018 15:00         
 , 0.0      , 24       , Down     , InVld    , InVld    , Down     , Down     , 30.6     , Down     , 0.3      , 2.5      , 2.9      , 0.4      , 09/06/2018 15:05         
 , 0.0      , 22       , Down     , InVld    , InVld    , Down     , Down     , 27.0     , Down     , 0.3      , 2.2      , 2.4      , 0.2      , 09/06/2018 15:10         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 23.9     , Down     , 0.3      , 1.6      , 1.6      , 0.0      , 09/06/2018 15:15         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 25.6     , Down     , 0.3      , 1.1      , 0.8      , 0.0      , 09/06/2018 15:20         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 24.0     , Down     , 0.3      , 1.7      , 1.6      , 0.0      , 09/06/2018 15:25         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 25.1     , Down     , 0.3      , 1.6      , 1.5      , 0.0      , 09/06/2018 15:30         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 24.8     , Down     , 0.3      , 1.4      , 1.2      , 0.0      , 09/06/2018 15:35         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 25.7     , Down     , 0.3      , 2.4      , 2.6      , 0.1      , 09/06/2018 15:40         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 23.5     , Down     , 0.3      , 1.8      , 2.0      , 0.2      , 09/06/2018 15:45         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 24.6     , Down     , 0.3      , 1.6      , 1.4      , 0.0      , 09/06/2018 15:50         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 26.9     , Down     , 0.3      , 4.1      , 4.8      , 0.7      , 09/06/2018 15:55         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 29.2     , Down     , 0.3      , 2.4      , 2.5      , 0.1      , 09/06/2018 16:00         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 32.6     , Down     , 0.3      , 3.9      , 4.9      , 0.8      , 09/06/2018 16:05         
 , 0.0      , 19       , Down     , InVld    , InVld    , Down     , Down     , 32.0     , Down     , 0.3      , 3.7      , 4.9      , 1.2      , 09/06/2018 16:10         
 , 0.0      , 19       , Down     , InVld    , InVld    , Down     , Down     , 31.8     , Down     , 0.3      , 4.3      , 5.1      , 0.7      , 09/06/2018 16:15         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 31.6     , Down     , 0.3      , 3.6      , 4.3      , 0.8      , 09/06/2018 16:20         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 27.2     , Down     , 0.3      , 2.8      , 2.9      , 0.1      , 09/06/2018 16:25         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 26.8     , Down     , 0.3      , 2.9      , 3.7      , 0.8      , 09/06/2018 16:30         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 24.8     , Down     , 0.3      , 3.4      , 5.4      , 2.0      , 09/06/2018 16:35         
 , 0.0      , 19       , Down     , InVld    , InVld    , Down     , Down     , 22.5     , Down     , 0.3      , 3.3      , 3.8      , 0.4      , 09/06/2018 16:40         
